Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Defect),Inward issue link (Depend),Attachment,Attachment,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Create ticket on Firmware's board and request Smart CT support,CTET-5214,82451,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Christopher Hoseit,712020:f79a7231-7d2a-4f94-aeba-f73d847ed4a9,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,11/Sep/24 12:18 PM,18/Sep/24 8:40 AM,18/Sep/24 8:40 AM,,,0,,"Smart CTs did not have firmware when we launched NPI1B this needs to be implemented for production

CTET Test Spec:

[https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|smart-link]  

Ticket on Manta Firmware's Jira:

new ticket is needed for this",,Christopher Hoseit,dan.saft,Erich Beyer,712020:f79a7231-7d2a-4f94-aeba-f73d847ed4a9,712020:7f94a73c-76ef-4e49-955f-0610691041b5,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7f98e2df,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,{},,,,,CTET-5208,Manta PCBA NPI 2 - Create Electrical Test Spec,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07dgh:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,3.0,,,,,2024-09-16 21:25:13.384,,16/Sep/24 2:25 PM;712020:f79a7231-7d2a-4f94-aeba-f73d847ed4a9;Are there any details on the Smart CT manufacturer(s) that we are supporting?,16/Sep/24 4:22 PM;712020:b063ae4d-b604-4c62-856d-f0138b203869;Do they support the 1-wire protocol to the smart cts? ,,,82444,Manta PCBA NPI 2 - Create Electrical Test Spec,To Do,11/Sep/24 12:18 PM
Confirm functionality of relay commands from firmware team,CTET-5212,82449,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Christopher Hoseit,712020:f79a7231-7d2a-4f94-aeba-f73d847ed4a9,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,11/Sep/24 12:14 PM,18/Sep/24 8:40 AM,18/Sep/24 8:40 AM,,,0,,"Omkar asked that the work around for putting PV in the opposite state of GEN to achieve GEN relays changing needed to be fixed and firmware needs to fully support this feature



CTET Test Spec:

[https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|smart-link] 

Ticket on Manta Firmware's Jira:

[https://generacet.atlassian.net/browse/MANTA-413|https://generacet.atlassian.net/browse/MANTA-413|smart-link] ",,Christopher Hoseit,dan.saft,Erich Beyer,712020:f79a7231-7d2a-4f94-aeba-f73d847ed4a9,712020:7f94a73c-76ef-4e49-955f-0610691041b5,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4ea87d50,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,{},,,,,CTET-5208,Manta PCBA NPI 2 - Create Electrical Test Spec,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07dg1:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,3.0,,,,,2024-09-16 21:21:37.623,,16/Sep/24 2:21 PM;712020:f79a7231-7d2a-4f94-aeba-f73d847ed4a9;[~accountid:712020:7f94a73c-76ef-4e49-955f-0610691041b5]  Is this asking what relay commands Manta currently supports?,"16/Sep/24 4:24 PM;712020:b063ae4d-b604-4c62-856d-f0138b203869;No, he is asking to fix the manufacturing mode so we can control the PV and Gen relays separate from each other. Currently, the PV is controlled to the opposite state as the GEN, so if we want to control all three relays to the open state we cannot. Either gen or PV will be closed.",,,82444,Manta PCBA NPI 2 - Create Electrical Test Spec,To Do,11/Sep/24 12:14 PM
Test inverters as they're built,CTET-5211,82448,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,11/Sep/24 12:10 PM,12/Sep/24 1:21 PM,18/Sep/24 8:40 AM,12/Sep/24 1:21 PM,,0,,,,Ardalan Abolfazli,,,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@324cd442,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i0792m:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_90616440_*|*_10001_*:*_1_*:*_0,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,12/Sep/24 1:21 PM
Review concept design [preliminary design review],CTET-5207,82443,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,11/Sep/24 11:49 AM,18/Sep/24 8:40 AM,18/Sep/24 8:40 AM,,,0,,,,Soham Dange,,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@778dafde,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5203,Tester ME Design [Pulse Tester],,,,,,,,,,0.0,,,,,,,,,,,,,2|i07dep:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,82439,Tester ME Design [Pulse Tester],In Progress,17/Sep/24 4:57 PM
Concept design,CTET-5206,82442,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,11/Sep/24 11:49 AM,17/Sep/24 4:00 PM,18/Sep/24 8:40 AM,17/Sep/24 4:00 PM,,0,,,,Soham Dange,,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@28b8a785,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5203,Tester ME Design [Pulse Tester],,,,,,,,,,0.0,,,,,,,,,,,,,2|i07ddx:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,,10.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_533112882_*|*_10000_*:*_1_*:*_367419_*|*_10001_*:*_1_*:*_0,,,,,82439,Tester ME Design [Pulse Tester],Done,17/Sep/24 4:00 PM
Review test specs,CTET-5205,82441,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,11/Sep/24 11:48 AM,13/Sep/24 2:24 PM,18/Sep/24 8:40 AM,13/Sep/24 2:24 PM,,0,,,,Soham Dange,,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1f51d346,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5203,Tester ME Design [Pulse Tester],,,,,,,,,,0.0,,,,,,,,,,,,,2|i07de9:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_18760088_*|*_10000_*:*_1_*:*_163380335_*|*_10001_*:*_1_*:*_0,,,,,82439,Tester ME Design [Pulse Tester],Done,13/Sep/24 2:24 PM
Define test specs,CTET-5204,82440,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,11/Sep/24 11:48 AM,13/Sep/24 2:24 PM,18/Sep/24 8:40 AM,13/Sep/24 2:24 PM,,0,,,,Soham Dange,,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@37bc590f,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5203,Tester ME Design [Pulse Tester],,,,,,,,,,0.0,,,,,,,,,,,,,2|i07de1:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_181763021_*|*_10000_*:*_1_*:*_389372_*|*_10001_*:*_1_*:*_0,,,,,82439,Tester ME Design [Pulse Tester],Done,13/Sep/24 2:24 PM
RFQ review meeting,CTET-5201,82437,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,11/Sep/24 11:38 AM,16/Sep/24 2:47 PM,18/Sep/24 8:40 AM,16/Sep/24 2:47 PM,,0,,,,Soham Dange,,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1329d8c4,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4347,Test spec defining [ICT],,,,,,,,,,0.0,,,,,,,,,,,,,2|i07buz:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_259791550_*|*_10000_*:*_1_*:*_183553277_*|*_10001_*:*_1_*:*_0,,,,,80898,Test spec defining [ICT],Done,16/Sep/24 2:47 PM
Create cycle time reduction plan,CTET-5199,82435,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,11/Sep/24 11:34 AM,17/Sep/24 9:21 AM,18/Sep/24 8:40 AM,17/Sep/24 9:21 AM,,0,,,,Ardalan Abolfazli,,,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2b6a1729,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i0792m:r,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_510371963_*|*_10001_*:*_1_*:*_0,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,17/Sep/24 9:21 AM
Integrate new resistor circuit into LV test,CTET-5198,82434,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,11/Sep/24 11:34 AM,12/Sep/24 1:21 PM,18/Sep/24 8:40 AM,12/Sep/24 1:21 PM,,0,,,,Ardalan Abolfazli,,,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@73997a77,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i0792l:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_92813082_*|*_10001_*:*_1_*:*_0,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,12/Sep/24 1:21 PM
Define SDS EOL Fixture Milestones and Deliverables,CTET-5197,82430,Story,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,11/Sep/24 10:26 AM,17/Sep/24 10:06 AM,18/Sep/24 8:40 AM,,,0,,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7e557222,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06ri9:qy,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,To Do,11/Sep/24 10:26 AM
Define Inverter EOL Fixtures Milestones and Deliverables,CTET-5196,82429,Story,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,11/Sep/24 10:25 AM,17/Sep/24 10:06 AM,18/Sep/24 8:40 AM,,,0,,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@141d5ca2,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06ri9:qx,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,To Do,11/Sep/24 10:25 AM
Order hardware for Manta manual testers,CTET-5195,82428,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,11/Sep/24 10:07 AM,16/Sep/24 6:37 PM,18/Sep/24 8:40 AM,16/Sep/24 6:37 PM,,0,,,,Dillon Dawson,,,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@8f0586a,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5184,Build Manta Manual FCT Fixture for NPI 2,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07dbd:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_462606448_*|*_10001_*:*_1_*:*_0,,,,,82414,Build Manta Manual FCT Fixture for NPI 2,Done,16/Sep/24 6:37 PM
Order hardware for BIC/BIP manual testers,CTET-5194,82427,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,11/Sep/24 10:07 AM,18/Sep/24 8:40 AM,18/Sep/24 8:40 AM,,,0,,,,Dillon Dawson,,,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5d61ef34,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07db5:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,To Do,11/Sep/24 10:07 AM
Order hardware for ALC/ALP manual testers,CTET-5193,82426,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,11/Sep/24 10:04 AM,18/Sep/24 8:40 AM,18/Sep/24 8:40 AM,,,0,,,,Dillon Dawson,,,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@25b47572,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5180,Build ALC/ALP Manual FCT Fixture for NPI 2,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07dax:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,3.0,,,,,,,,,,,82410,Build ALC/ALP Manual FCT Fixture for NPI 2,In Progress,17/Sep/24 9:51 AM
Build SDS impedance interface fixture sub frame,CTET-5191,82423,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,11/Sep/24 9:57 AM,16/Sep/24 6:37 PM,18/Sep/24 8:40 AM,16/Sep/24 6:37 PM,,0,,,,Dillon Dawson,,,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7a7102d0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2983,Determine The Effectiveness of the SDS Impedance Tester For NPI 1B,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07da9:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_284567054_*|*_10000_*:*_1_*:*_178638222_*|*_10001_*:*_1_*:*_0,,,,,78274,Determine The Effectiveness of the SDS Impedance Tester For NPI 1B,Done,16/Sep/24 6:37 PM
Build SDS calibration interface fixture sub frame,CTET-5190,82422,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,11/Sep/24 9:25 AM,13/Sep/24 11:34 AM,18/Sep/24 8:40 AM,13/Sep/24 11:34 AM,,0,,,,Dillon Dawson,,,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@78cc87ac,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07da1:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_149669934_*|*_10000_*:*_1_*:*_30866986_*|*_10001_*:*_1_*:*_0,,,,,,,Done,13/Sep/24 11:34 AM
